item_id,auction_type,bid_value,bid_time,bidder_rate,open_price,closing_price,rank,num_bids,prev_bid_value,prev_bid_value_avg,bid_value_delta
0,2,31.0,0.5541379625149102,0.3818181818181818,1.0,61.0,5,11,30.0,3.8775,1.0
0,2,35.0,0.8927174425663374,0.0727272727272727,1.0,61.0,6,11,31.0,9.102,4.0
0,2,40.0,0.9545562541369484,1.0,1.0,61.0,7,11,35.0,12.751666666666665,5.0
0,2,44.0,0.9569820255183892,0.7454545454545455,1.0,61.0,8,11,40.0,15.929999999999998,4.0
0,2,56.0,0.9998839904374976,0.0727272727272727,1.0,61.0,9,11,44.0,18.93875,12.0
0,2,60.0,0.9999667115417944,0.0727272727272727,1.0,61.0,10,11,56.0,21.723333333333333,4.0
0,2,61.0,0.9999699975269392,0.109090909090909,1.0,61.0,11,11,60.0,25.151,1.0
2,0,20.0,0.1037061197758729,0.0909090909090909,1.0,212.5,1,8,1.0,1.0,19.0
2,0,75.0,0.2114064259296802,0.1454545454545454,1.0,212.5,2,8,20.0,1.0,55.0
2,0,81.0,0.3381297286933509,0.2181818181818181,1.0,212.5,3,8,75.0,10.5,6.0
2,0,150.0,0.3562369355302573,1.0,1.0,212.5,4,8,81.0,32.0,69.0
2,0,155.0,0.1632538853559786,0.109090909090909,1.0,212.5,5,8,150.0,44.25,5.0
2,0,170.0,0.372209680712253,0.0909090909090909,1.0,212.5,6,8,155.0,65.4,15.0
2,0,210.0,0.4061267621631098,0.0909090909090909,1.0,212.5,7,8,170.0,80.33333333333333,40.0
2,0,212.5,0.3995605066303322,0.6,1.0,212.5,8,8,210.0,93.14285714285714,2.5
0,1,4.93,0.0014898370908573,0.2181818181818181,0.01,106.0,1,13,0.01,0.01,4.92
0,1,12.76,0.0016502788872739,1.0,0.01,106.0,2,13,4.93,0.01,7.83
0,1,35.0,0.1360099253895642,0.0727272727272727,0.01,106.0,3,13,12.76,2.4699999999999998,22.240000000000002
0,1,59.99,0.0175345882081994,1.0,0.01,106.0,4,13,35.0,5.8999999999999995,24.990000000000002
0,1,60.0,0.5236757372714866,0.1454545454545454,0.01,106.0,5,13,59.99,13.175,0.00999999999999801
0,1,65.0,0.6229779226087637,0.109090909090909,0.01,106.0,6,13,60.0,22.538,5.0
0,1,77.0,0.6554856021703503,0.0909090909090909,0.01,106.0,7,13,65.0,28.781666666666666,12.0
0,1,83.0,0.6927456734647985,0.3454545454545454,0.01,106.0,8,13,77.0,33.955714285714286,6.0
0,1,90.0,0.700246291730047,0.2181818181818181,0.01,106.0,9,13,83.0,39.33625,7.0
0,1,98.0,0.7102073985241356,1.0,0.01,106.0,10,13,90.0,44.187777777777775,8.0
0,1,101.0,0.7138236966104208,0.1272727272727272,0.01,106.0,11,13,98.0,48.769,3.0
0,1,103.5,0.7138849873768167,0.0727272727272727,0.01,106.0,12,13,101.0,53.24454545454546,2.5
0,1,106.0,0.7139312769066822,0.2545454545454545,0.01,106.0,13,13,103.5,57.22416666666667,2.5
2,0,200.0,0.4041508850086643,0.0909090909090909,200.0,224.01,1,5,200.0,200.0,0.0
2,0,211.51,0.4099513631337897,1.0,200.0,224.01,2,5,200.0,200.0,11.509999999999991
2,0,220.0,0.4101170910802219,0.0909090909090909,200.0,224.01,3,5,211.51,200.0,8.490000000000009
2,0,221.51,0.4210979962205456,0.3636363636363636,200.0,224.01,4,5,220.0,203.83666666666667,1.509999999999991
2,0,224.01,0.4285128931341912,1.0,200.0,224.01,5,5,221.51,207.8775,2.5
2,2,11.0,0.5685672947612969,0.2909090909090909,9.99,202.5,1,12,9.99,9.99,1.0099999999999998
2,2,25.51,0.2610505180212711,0.9636363636363636,9.99,202.5,2,12,11.0,9.99,14.510000000000002
2,2,70.0,0.8619986247437826,0.0909090909090909,9.99,202.5,3,12,25.51,10.495000000000001,44.489999999999995
2,2,75.0,0.8683391473840059,0.2181818181818181,9.99,202.5,4,12,70.0,15.5,5.0
2,2,110.0,0.9760223092674926,0.2363636363636363,9.99,202.5,5,12,75.0,29.125,35.0
2,2,115.0,0.9765523529582368,0.0909090909090909,9.99,202.5,6,12,110.0,38.3,5.0
2,2,140.0,0.9825099868946342,0.4,9.99,202.5,7,12,115.0,50.25,25.0
2,2,140.99,0.9655343018988852,0.2363636363636363,9.99,202.5,8,12,140.0,59.5,0.9900000000000091
2,2,158.0,0.9946767040654636,1.0,9.99,202.5,9,12,140.99,69.5625,17.00999999999999
2,2,185.5,0.9997085474045504,1.0,9.99,202.5,10,12,158.0,77.49888888888889,27.5
2,2,200.0,0.999962854080972,0.2363636363636363,9.99,202.5,11,12,185.5,85.549,14.5
2,2,202.5,0.9975497980333524,0.0727272727272727,9.99,202.5,12,12,200.0,94.63545454545455,2.5
1,1,1.25,0.0241405613005529,1.0,1.0,560.0,1,12,1.0,1.0,0.25
1,1,15.0,0.0183646566295536,0.1818181818181818,1.0,560.0,2,12,1.25,1.0,13.75
1,1,30.0,0.0651476557424804,0.2545454545454545,1.0,560.0,3,12,15.0,1.125,15.0
1,1,69.0,0.0254998161991352,0.5636363636363636,1.0,560.0,4,12,30.0,5.75,39.0
1,1,75.0,0.09325168660331,1.0,1.0,560.0,5,12,69.0,11.8125,6.0
1,1,100.0,0.1139909675411816,0.0727272727272727,1.0,560.0,6,12,75.0,23.25,25.0
1,1,200.0,0.1045490463999675,0.7636363636363637,1.0,560.0,7,12,100.0,31.875,100.0
1,1,333.33,0.1672310703325117,0.4909090909090908,1.0,560.0,8,12,200.0,41.607142857142854,133.32999999999998
1,1,444.44,0.5797552169657415,0.4181818181818182,1.0,560.0,9,12,333.33,61.40625,111.11000000000001
1,1,454.44,0.7080097888068775,0.109090909090909,1.0,560.0,10,12,444.44,91.61999999999999,10.0
1,1,550.0,0.7141792973506532,0.0727272727272727,1.0,560.0,11,12,454.44,126.902,95.56
1,1,560.0,0.4513136297091917,0.1818181818181818,1.0,560.0,12,12,550.0,156.67818181818183,10.0
1,2,225.0,0.1767077060494843,0.0727272727272727,200.0,500.0,1,2,200.0,200.0,25.0
1,2,500.0,0.178849086131814,0.6727272727272727,200.0,500.0,2,2,225.0,200.0,275.0
2,2,149.99,0.0063966701255232,0.0363636363636363,149.99,255.0,1,11,149.99,149.99,0.0
2,2,170.0,0.8801829807971315,0.0727272727272727,149.99,255.0,2,11,149.99,149.99,20.00999999999999
2,2,172.0,0.5281882520887794,0.6727272727272727,149.99,255.0,3,11,170.0,149.99,2.0
2,2,174.5,0.9499330159071684,0.0727272727272727,149.99,255.0,4,11,172.0,156.66,2.5
2,2,177.0,0.9621097339023518,0.1999999999999999,149.99,255.0,5,11,174.5,160.495,2.5
2,2,179.5,0.9697903670059662,0.2363636363636363,149.99,255.0,6,11,177.0,163.296,2.5
2,2,200.0,0.9704147041834736,0.6363636363636364,149.99,255.0,7,11,179.5,165.58,20.5
2,2,212.5,0.988109019843493,0.9636363636363636,149.99,255.0,8,11,200.0,167.56857142857143,12.5
2,2,220.05,0.989140533441114,1.0,149.99,255.0,9,11,212.5,171.6225,7.550000000000011
2,2,250.0,0.9937594856033136,0.3636363636363636,149.99,255.0,10,11,220.05,176.16444444444446,29.94999999999999
2,2,255.0,0.9983827238330932,1.0,149.99,255.0,11,11,250.0,180.553,5.0
2,0,200.0,0.4158589929484187,0.1818181818181818,175.0,212.5,1,4,175.0,175.0,25.0
2,0,202.5,0.421380876680835,0.4181818181818182,175.0,212.5,2,4,200.0,175.0,2.5
2,0,210.0,0.4237539294310403,0.2727272727272727,175.0,212.5,3,4,202.5,187.5,7.5
2,0,212.5,0.4279714199298999,0.0727272727272727,175.0,212.5,4,4,210.0,192.5,2.5
1,2,10.0,0.0720512617968652,0.6181818181818182,10.0,154.38,1,9,10.0,10.0,0.0
1,2,25.0,0.0757370814708583,0.1454545454545454,10.0,154.38,2,9,10.0,10.0,15.0
1,2,63.33,0.2970152418277907,0.0727272727272727,10.0,154.38,3,9,25.0,10.0,38.33
1,2,100.0,0.2914608818469751,0.5818181818181818,10.0,154.38,4,9,63.33,15.0,36.67
1,2,103.0,0.3049474432392499,0.1999999999999999,10.0,154.38,5,9,100.0,27.0825,3.0
1,2,111.0,0.9039336555313204,1.0,10.0,154.38,6,9,103.0,41.666,8.0
1,2,120.0,0.9369539037717824,0.1454545454545454,10.0,154.38,7,9,111.0,51.88833333333333,9.0
1,2,151.88,0.8485984064686476,1.0,10.0,154.38,8,9,120.0,60.332857142857144,31.879999999999995
1,2,154.38,0.986111394896408,1.0,10.0,154.38,9,9,151.88,67.79125,2.5
2,2,188.0,0.7509508998098844,0.8727272727272727,179.99,209.02,1,6,179.99,179.99,8.009999999999991
2,2,200.0,0.2704227191298483,0.0727272727272727,179.99,209.02,2,6,188.0,179.99,12.0
2,2,200.0,0.781673432224342,0.1272727272727272,179.99,209.02,2,6,200.0,183.995,0.0
2,2,202.5,0.8415426528729584,0.1272727272727272,179.99,209.02,3,6,200.0,189.33,2.5
2,2,207.5,0.8569124912153474,0.2181818181818181,179.99,209.02,4,6,202.5,191.9975,5.0
2,2,209.02,0.8569839256750165,0.0909090909090909,179.99,209.02,5,6,207.5,194.098,1.5200000000000102
2,1,125.0,0.3215812217664228,0.1818181818181818,100.0,183.5,1,8,100.0,100.0,25.0
2,1,130.0,0.3306276817389091,0.4,100.0,183.5,2,8,125.0,100.0,5.0
2,1,150.0,0.4577538748551131,0.0727272727272727,100.0,183.5,3,8,130.0,112.5,20.0
2,1,165.25,0.5065950436200242,0.109090909090909,100.0,183.5,4,8,150.0,118.33333333333333,15.25
2,1,167.53,0.4816929909793993,0.6545454545454545,100.0,183.5,5,8,165.25,126.25,2.280000000000001
2,1,170.03,0.6968321531646252,0.1272727272727272,100.0,183.5,6,8,167.53,134.05,2.5
2,1,181.0,0.7092317466739759,0.1999999999999999,100.0,183.5,7,8,170.03,139.63,10.969999999999999
2,1,183.5,0.712444868669889,1.0,100.0,183.5,8,8,181.0,143.97285714285712,2.5
2,2,50.0,0.0150502405698298,0.8,9.95,240.0,1,12,9.95,9.95,40.05
2,2,52.0,0.275124535265264,0.0727272727272727,9.95,240.0,2,12,50.0,9.95,2.0
2,2,65.0,0.1564804698901609,1.0,9.95,240.0,3,12,52.0,29.975,13.0
2,2,100.0,0.7377983870956221,0.1636363636363636,9.95,240.0,4,12,65.0,37.31666666666667,35.0
2,2,110.0,0.5417036518581604,0.2545454545454545,9.95,240.0,5,12,100.0,44.2375,10.0
2,2,125.5,0.8522092463907383,1.0,9.95,240.0,6,12,110.0,55.39,15.5
2,2,155.0,0.9209077662544471,0.1636363636363636,9.95,240.0,7,12,125.5,64.49166666666666,29.5
2,2,200.0,0.9308714446890838,0.1999999999999999,9.95,240.0,8,12,155.0,73.20714285714287,45.0
2,2,216.0,0.9689588698954188,0.0727272727272727,9.95,240.0,9,12,200.0,83.43125,16.0
2,2,225.01,0.9754522622793336,0.8909090909090909,9.95,240.0,10,12,216.0,96.38333333333334,9.009999999999991
2,2,238.0,0.9917278895703262,0.0727272727272727,9.95,240.0,11,12,225.01,108.345,12.990000000000009
2,2,240.0,0.9984127263061542,0.2727272727272727,9.95,240.0,12,12,238.0,118.9509090909091,2.0
2,0,175.0,0.4064010704882388,0.2181818181818181,175.0,202.5,1,6,175.0,175.0,0.0
2,0,180.0,0.4229895807125816,0.0727272727272727,175.0,202.5,2,6,175.0,175.0,5.0
2,0,188.88,0.4264655815200768,0.8727272727272727,175.0,202.5,3,6,180.0,175.0,8.879999999999995
2,0,195.0,0.4282671585929298,0.4363636363636364,175.0,202.5,4,6,188.88,176.66666666666666,6.1200000000000045
2,0,200.0,0.4280671421058564,0.2363636363636363,175.0,202.5,5,6,195.0,179.72,5.0
2,0,202.5,0.4283585947013061,1.0,175.0,202.5,6,6,200.0,182.776,2.5
2,2,11.0,0.0376835347713661,1.0,0.01,238.0,1,10,0.01,0.01,10.99
2,2,49.99,0.0830658469991026,0.509090909090909,0.01,238.0,2,10,11.0,0.01,38.99
2,2,50.0,0.0647586236751229,0.3818181818181818,0.01,238.0,3,10,49.99,5.505,0.00999999999999801
2,2,150.0,0.0835301709869513,0.0909090909090909,0.01,238.0,4,10,50.0,20.333333333333332,100.0
2,2,160.0,0.129753981149589,0.2181818181818181,0.01,238.0,5,10,150.0,27.75,10.0
2,2,195.0,0.5773708775709084,0.4727272727272726,0.01,238.0,6,10,160.0,52.2,35.0
2,2,205.0,0.5801382485384868,0.0727272727272727,0.01,238.0,7,10,195.0,70.16666666666667,10.0
2,2,220.0,0.9876232655177436,0.0727272727272727,0.01,238.0,8,10,205.0,88.0,15.0
2,2,235.5,0.967673049621376,0.1818181818181818,0.01,238.0,9,10,220.0,102.625,15.5
2,2,238.0,0.9998957056888832,0.0727272727272727,0.01,238.0,10,10,235.5,115.66666666666667,2.5
2,1,80.0,0.2748073662643335,0.1454545454545454,10.0,237.5,1,11,10.0,10.0,70.0
2,1,82.0,0.2968134659099757,0.4181818181818182,10.0,237.5,2,11,80.0,10.0,2.0
2,1,171.5,0.1521501129450242,0.3272727272727272,10.0,237.5,3,11,82.0,45.0,89.5
2,1,180.0,0.408236936101733,1.0,10.0,237.5,4,11,171.5,57.333333333333336,8.5
2,1,185.0,0.3627074688870783,0.3636363636363636,10.0,237.5,5,11,180.0,85.875,5.0
2,1,200.0,0.6144125022876886,0.0909090909090909,10.0,237.5,6,11,185.0,104.7,15.0
2,1,215.0,0.6921946280429117,0.1999999999999999,10.0,237.5,7,11,200.0,118.08333333333333,15.0
2,1,227.5,0.7125591638053594,0.1272727272727272,10.0,237.5,8,11,215.0,129.78571428571428,12.5
2,1,232.5,0.713503527362184,0.2363636363636363,10.0,237.5,9,11,227.5,140.4375,5.0
2,1,235.0,0.7138921308227836,0.2181818181818181,10.0,237.5,10,11,232.5,150.11111111111111,2.5
2,1,237.5,0.7142507318103222,1.0,10.0,237.5,11,11,235.0,158.35,2.5
2,2,50.0,0.0160103197077816,0.0727272727272727,1.0,255.0,1,13,1.0,1.0,49.0
2,2,85.85,0.0489944671153608,0.4545454545454545,1.0,255.0,2,13,50.0,1.0,35.849999999999994
2,2,90.0,0.0594681875920343,0.1999999999999999,1.0,255.0,3,13,85.85,25.5,4.150000000000006
2,2,100.0,0.0571108504229562,0.2181818181818181,1.0,255.0,4,13,90.0,45.61666666666667,10.0
2,2,101.01,0.1113581790956197,1.0,1.0,255.0,5,13,100.0,56.7125,1.0100000000000051
2,2,125.0,0.2097377169518116,0.1818181818181818,1.0,255.0,6,13,101.01,65.37,23.989999999999995
2,2,130.0,0.534604495256252,0.1272727272727272,1.0,255.0,7,13,125.0,71.31,5.0
2,2,150.0,0.4912394921695688,0.1454545454545454,1.0,255.0,8,13,130.0,78.98,20.0
2,2,175.0,0.7884682780280604,0.4727272727272726,1.0,255.0,9,13,150.0,85.3575,25.0
2,2,200.0,0.8143575549013112,0.6363636363636364,1.0,255.0,10,13,175.0,92.54,25.0
2,2,245.0,0.8785499890490974,0.0727272727272727,1.0,255.0,11,13,200.0,100.786,45.0
2,2,250.0,0.8288573215249315,0.4727272727272726,1.0,255.0,12,13,245.0,109.80545454545455,5.0
2,2,255.0,0.9998256999184078,0.4909090909090908,1.0,255.0,13,13,250.0,121.07166666666667,5.0
2,0,175.0,0.2885442128586885,0.2545454545454545,175.0,217.5,1,3,175.0,175.0,0.0
2,0,215.0,0.4022307267327607,0.0727272727272727,175.0,217.5,2,3,175.0,175.0,40.0
2,0,217.5,0.4039608693459446,0.1818181818181818,175.0,217.5,3,3,215.0,175.0,2.5
0,0,30.99,0.1466936631776648,0.0727272727272727,29.99,127.5,1,11,29.99,29.99,1.0
0,0,35.0,0.163928940999851,0.0727272727272727,29.99,127.5,2,11,30.99,29.99,4.010000000000002
0,0,49.0,0.2639023245201783,0.0727272727272727,29.99,127.5,3,11,35.0,30.49,14.0
0,0,55.0,0.2690516061109608,0.0727272727272727,29.99,127.5,4,11,49.0,31.99333333333333,6.0
0,0,75.75,0.0345234171445274,0.109090909090909,29.99,127.5,5,11,55.0,36.245,20.75
0,0,82.0,0.4254880723739657,0.0727272727272727,29.99,127.5,6,11,75.75,39.995999999999995,6.25
0,0,90.0,0.4281437198466217,0.1818181818181818,29.99,127.5,7,11,82.0,45.955000000000005,8.0
0,0,94.0,0.4259148218360285,0.0727272727272727,29.99,127.5,8,11,90.0,51.104285714285716,4.0
0,0,105.17,0.4282810168781055,0.509090909090909,29.99,127.5,9,11,94.0,55.96625,11.170000000000002
0,0,125.0,0.4284810333651789,0.0727272727272727,29.99,127.5,10,11,105.17,60.19222222222223,19.83
0,0,127.5,0.4285008921449668,0.0909090909090909,29.99,127.5,11,11,125.0,64.69,2.5
2,2,66.0,0.0319873509573574,1.0,1.0,242.5,1,11,1.0,1.0,65.0
2,2,99.99,0.0885534421908777,1.0,1.0,242.5,2,11,66.0,1.0,33.989999999999995
2,2,120.02,0.5681458314492496,1.0,1.0,242.5,3,11,99.99,33.5,20.03
2,2,125.0,0.570624607199765,1.0,1.0,242.5,4,11,120.02,55.663333333333334,4.980000000000004
2,2,165.0,0.837949499551606,0.1999999999999999,1.0,242.5,5,11,125.0,71.7525,40.0
2,2,170.0,0.8569324928640547,1.0,1.0,242.5,6,11,165.0,82.402,5.0
2,2,185.0,0.888317937064241,0.9636363636363636,1.0,242.5,7,11,170.0,96.16833333333334,15.0
2,2,190.0,0.9471642162503968,0.1272727272727272,1.0,242.5,8,11,185.0,106.71571428571428,5.0
2,2,227.25,0.956762150251528,0.0727272727272727,1.0,242.5,9,11,190.0,116.50125,37.25
2,2,240.0,0.9561849598174024,0.0727272727272727,1.0,242.5,10,11,227.25,124.66777777777777,12.75
2,2,242.5,0.958713739689686,0.1818181818181818,1.0,242.5,11,11,240.0,134.926,2.5
2,2,50.0,0.0370506254586985,0.8,5.0,207.5,1,12,5.0,5.0,45.0
2,2,100.0,0.0103441383668339,0.1636363636363636,5.0,207.5,2,12,50.0,5.0,50.0
2,2,130.0,0.1068578081364706,0.0727272727272727,5.0,207.5,3,12,100.0,27.5,30.0
2,2,140.0,0.1123825492472736,1.0,5.0,207.5,4,12,130.0,51.666666666666664,10.0
2,2,150.0,0.0952497084402528,0.4363636363636364,5.0,207.5,5,12,140.0,71.25,10.0
2,2,175.0,0.6917745934200578,0.1999999999999999,5.0,207.5,6,12,150.0,85.0,25.0
2,2,181.0,0.7404128883195087,0.5272727272727272,5.0,207.5,7,12,175.0,95.83333333333333,6.0
2,2,186.0,0.9585651560135744,0.0727272727272727,5.0,207.5,8,12,181.0,107.14285714285714,5.0
2,2,200.0,0.9928808417493844,0.1818181818181818,5.0,207.5,9,12,186.0,116.375,14.0
2,2,202.0,0.9884633347634514,0.1636363636363636,5.0,207.5,10,12,200.0,124.11111111111111,2.0
2,2,205.0,0.9974597906141692,0.1454545454545454,5.0,207.5,11,12,202.0,131.7,3.0
2,2,207.5,0.9987327526854716,0.8363636363636363,5.0,207.5,12,12,205.0,138.0909090909091,2.5
2,1,40.0,0.1901761045160437,0.1999999999999999,1.0,210.0,1,7,1.0,1.0,39.0
2,1,55.0,0.2411474488682853,0.2727272727272727,1.0,210.0,2,7,40.0,1.0,15.0
2,1,145.0,0.371053871154808,0.109090909090909,1.0,210.0,3,7,55.0,20.5,90.0
2,1,180.0,0.578142369735334,1.0,1.0,210.0,4,7,145.0,32.0,35.0
2,1,204.51,0.6549229843659972,0.0909090909090909,1.0,210.0,5,7,180.0,60.25,24.50999999999999
2,1,210.0,0.7140707169719561,0.5272727272727272,1.0,210.0,6,7,204.51,84.2,5.490000000000009
2,1,210.0,0.6836224928826277,0.109090909090909,1.0,210.0,6,7,210.0,104.25166666666667,0.0
2,1,30.0,0.0683032015639003,0.4545454545454545,25.0,212.5,1,7,25.0,25.0,5.0
2,1,55.0,0.2199542733736766,0.8,25.0,212.5,2,7,30.0,25.0,25.0
2,1,120.0,0.3102688607332348,0.2909090909090909,25.0,212.5,3,7,55.0,27.5,65.0
2,1,160.0,0.5467697837378882,0.4181818181818182,25.0,212.5,4,7,120.0,36.666666666666664,40.0
2,1,181.51,0.5886503787526487,1.0,25.0,212.5,5,7,160.0,57.5,21.50999999999999
2,1,210.0,0.6273221378390763,0.2181818181818181,25.0,212.5,6,7,181.51,78.0,28.49000000000001
2,1,212.5,0.6274178600150327,0.3636363636363636,25.0,212.5,7,7,210.0,95.25166666666667,2.5
2,2,10.12,0.0016862818549471,1.0,9.95,232.5,1,13,9.95,9.95,0.16999999999999993
2,2,21.0,0.312983370200658,1.0,9.95,232.5,2,13,10.12,9.95,10.88
2,2,67.0,0.3265773478756749,1.0,9.95,232.5,3,13,21.0,10.035,46.0
2,2,85.0,0.2878984453432804,0.109090909090909,9.95,232.5,4,13,67.0,13.69,18.0
2,2,87.03,0.7614860539218734,0.1272727272727272,9.95,232.5,5,13,85.0,27.0175,2.030000000000001
2,2,99.0,0.4488417116668045,1.0,9.95,232.5,6,13,87.03,38.614,11.969999999999999
2,2,150.0,0.8900023616232369,0.6363636363636364,9.95,232.5,7,13,99.0,46.68333333333334,51.0
2,2,165.0,0.8975444118750933,0.4909090909090908,9.95,232.5,8,13,150.0,54.15714285714286,15.0
2,2,200.0,0.9205705956048092,0.1999999999999999,9.95,232.5,9,13,165.0,66.1375,35.0
2,2,200.01,0.9220735766362458,0.8909090909090909,9.95,232.5,10,13,200.0,77.12222222222222,0.009999999999990905
2,2,225.0,0.9722977165403492,0.2727272727272727,9.95,232.5,11,13,200.01,89.41,24.99000000000001
2,2,230.0,0.97392927959919,0.2545454545454545,9.95,232.5,12,13,225.0,99.46454545454544,5.0
2,2,232.5,0.9999199934051708,0.0727272727272727,9.95,232.5,13,13,230.0,109.92583333333333,2.5
2,2,99.99,0.0269655084426244,1.0,0.01,232.5,1,10,0.01,0.01,99.97999999999999
2,2,100.0,0.3449131449835222,0.0727272727272727,0.01,232.5,2,10,99.99,0.01,0.010000000000005116
2,2,120.0,0.5891232748756576,0.109090909090909,0.01,232.5,3,10,100.0,50.0,20.0
2,2,150.0,0.8368579810078631,0.3272727272727272,0.01,232.5,4,10,120.0,66.66666666666667,30.0
2,2,175.0,0.9074638009447352,1.0,0.01,232.5,5,10,150.0,80.0,25.0
2,2,180.0,0.9386963754012296,1.0,0.01,232.5,6,10,175.0,94.0,5.0
2,2,182.5,0.8452729603568753,0.3272727272727272,0.01,232.5,7,10,180.0,107.5,2.5
2,2,199.0,0.9774081377850716,0.0909090909090909,0.01,232.5,8,10,182.5,117.85714285714286,16.5
2,2,230.0,0.9580551139715376,0.0909090909090909,0.01,232.5,9,10,199.0,125.9375,31.0
2,2,232.5,0.9994570981065156,0.0727272727272727,0.01,232.5,10,10,230.0,134.05555555555554,2.5
0,0,20.0,0.0678445923328251,0.3272727272727272,0.01,100.0,1,11,0.01,0.01,19.99
0,0,30.25,0.0063365223104818,0.0909090909090909,0.01,100.0,2,11,20.0,0.01,10.25
0,0,33.02,0.0858833649573686,0.5272727272727272,0.01,100.0,3,11,30.25,10.005,2.770000000000003
0,0,50.0,0.3763967401312937,0.0727272727272727,0.01,100.0,4,11,33.02,16.753333333333334,16.979999999999997
0,0,60.0,0.3965223990606083,0.1454545454545454,0.01,100.0,5,11,50.0,20.82,10.0
0,0,70.0,0.4052831211944184,0.1999999999999999,0.01,100.0,6,11,60.0,26.656,10.0
0,0,74.0,0.4103429668416954,0.0909090909090909,0.01,100.0,7,11,70.0,32.21333333333333,4.0
0,0,80.0,0.4122776977473715,0.0909090909090909,0.01,100.0,8,11,74.0,37.61142857142857,6.0
0,0,82.0,0.420858119304977,0.1818181818181818,0.01,100.0,9,11,80.0,42.16,2.0
0,0,100.0,0.4227697054457203,0.0909090909090909,0.01,100.0,10,11,82.0,46.364444444444445,18.0
0,0,100.0,0.4230391562275919,0.0727272727272727,0.01,100.0,10,11,100.0,49.928,0.0
2,2,9.99,0.019464890177376,0.4181818181818182,9.99,247.5,1,12,9.99,9.99,0.0
